ZONE,COUNTY,RESIDENCY,QUANTITY
1136,Davidson,VISITORS,186.07
1137,Davidson,RESIDENTS,1313.91
1137,Davidson,VISITORS,150.8
1138,Davidson,RESIDENTS,8140.68
1138,Davidson,VISITORS,521.63
1139,Davidson,RESIDENTS,4884.33
1139,Davidson,VISITORS,326.15
1140,Davidson,RESIDENTS,3207.25
1140,Davidson,VISITORS,241.7
1141,Davidson,RESIDENTS,791.15
1141,Davidson,VISITORS,77.31
1142,Davidson,RESIDENTS,872.71
1142,Davidson,VISITORS,59.17
1143,Davidson,RESIDENTS,677.37
1143,Davidson,VISITORS,50.57
1144,Davidson,RESIDENTS,2850.29
1144,Davidson,VISITORS,151.43
1145,Davidson,RESIDENTS,6295.87
1145,Davidson,VISITORS,715.1
1146,Davidson,RESIDENTS,1043.48
1146,Davidson,VISITORS,60.6
1147,Davidson,RESIDENTS,2434.08
1147,Davidson,VISITORS,55.99
1148,Davidson,RESIDENTS,1031.62
1148,Davidson,VISITORS,9.67
1149,Davidson,RESIDENTS,312.88
1149,Davidson,VISITORS,12.13
1150,Davidson,RESIDENTS,88.71
1150,Davidson,VISITORS,0.27
1151,Davidson,RESIDENTS,258.82
1151,Davidson,VISITORS,14.3
1152,Davidson,RESIDENTS,7779.54
1152,Davidson,VISITORS,1110.03
1153,Davidson,RESIDENTS,517.15
1153,Davidson,VISITORS,12.44
1154,Davidson,RESIDENTS,482.24
1154,Davidson,VISITORS,19.63
1155,Davidson,RESIDENTS,585.2
1155,Davidson,VISITORS,10.67
1156,Davidson,RESIDENTS,982.59
1156,Davidson,VISITORS,137.74
1157,Davidson,RESIDENTS,130.25
1157,Davidson,VISITORS,8.26
1158,Davidson,RESIDENTS,378.67
1158,Davidson,VISITORS,29.4
1159,Davidson,RESIDENTS,168.39
1159,Davidson,VISITORS,8.88
1160,Davidson,RESIDENTS,228.69
1160,Davidson,VISITORS,16.54
1161,Davidson,RESIDENTS,738.85
1161,Davidson,VISITORS,12.82
1162,Davidson,RESIDENTS,9551.78
1162,Davidson,VISITORS,255.8
1163,Davidson,RESIDENTS,2493.66
1163,Davidson,VISITORS,41.69
1164,Davidson,RESIDENTS,643.98
1164,Davidson,VISITORS,48.61
1165,Davidson,RESIDENTS,1050.18
1165,Davidson,VISITORS,22.23
1166,Davidson,RESIDENTS,847.11
1166,Davidson,VISITORS,25.75
1167,Davidson,RESIDENTS,764.34
1167,Davidson,VISITORS,22.75
1168,Davidson,RESIDENTS,1466.89
1168,Davidson,VISITORS,62.79
1169,Davidson,RESIDENTS,832.61
1169,Davidson,VISITORS,49.93
1170,Davidson,RESIDENTS,989.01
1170,Davidson,VISITORS,37.3
1171,Davidson,RESIDENTS,740.38
1171,Davidson,VISITORS,93.71
1172,Davidson,RESIDENTS,597.51
1172,Davidson,VISITORS,227.91
1173,Davidson,RESIDENTS,551.48
1173,Davidson,VISITORS,76.14
1174,Davidson,RESIDENTS,6020.44
1174,Davidson,VISITORS,693.47
1175,Davidson,RESIDENTS,3558.35
1175,Davidson,VISITORS,467.69
1176,Davidson,RESIDENTS,1095.36
1176,Davidson,VISITORS,215.8
1177,Davidson,RESIDENTS,1344.92
1177,Davidson,VISITORS,46
1178,Davidson,RESIDENTS,595.6
1178,Davidson,VISITORS,114.3
1179,Davidson,RESIDENTS,10.65
1179,Davidson,VISITORS,4.53
1180,Davidson,RESIDENTS,303.51
1180,Davidson,VISITORS,7.81
1181,Davidson,RESIDENTS,1745.43
1181,Davidson,VISITORS,197.42
1182,Davidson,RESIDENTS,1106.54
1182,Davidson,VISITORS,98.09
1183,Davidson,RESIDENTS,589.09
1183,Davidson,VISITORS,90.92
1184,Davidson,RESIDENTS,19.74
1184,Davidson,VISITORS,32.74
1185,Davidson,RESIDENTS,209.7
1185,Davidson,VISITORS,0
1186,Davidson,RESIDENTS,711.1
1186,Davidson,VISITORS,88.52
1187,Davidson,RESIDENTS,923.08
1187,Davidson,VISITORS,29.21
1188,Davidson,RESIDENTS,40.3
1188,Davidson,VISITORS,0
1189,Davidson,RESIDENTS,87.86
1189,Davidson,VISITORS,0
1190,Davidson,RESIDENTS,2041.62
1190,Davidson,VISITORS,129.41
1191,Davidson,RESIDENTS,4569.89
1191,Davidson,VISITORS,113.75
1192,Davidson,RESIDENTS,6066.54
1192,Davidson,VISITORS,448.68
1193,Davidson,RESIDENTS,2204.37
1193,Davidson,VISITORS,59.94
1194,Davidson,RESIDENTS,2024.83
1194,Davidson,VISITORS,39.75
1195,Davidson,RESIDENTS,246.09
1195,Davidson,VISITORS,21.59
1196,Davidson,RESIDENTS,6816.29
1196,Davidson,VISITORS,1170.76
1197,Davidson,RESIDENTS,1096.95
1197,Davidson,VISITORS,122.12
1198,Davidson,RESIDENTS,765.94
1198,Davidson,VISITORS,32.35
1199,Davidson,RESIDENTS,2074.78
1199,Davidson,VISITORS,64.68
1200,Davidson,RESIDENTS,1309.56
1200,Davidson,VISITORS,40.03
1201,Davidson,RESIDENTS,2775.96
1201,Davidson,VISITORS,46.9
1202,Davidson,RESIDENTS,6178.85
1202,Davidson,VISITORS,329.76
1203,Davidson,RESIDENTS,4000.83
1203,Davidson,VISITORS,154.64
1204,Davidson,RESIDENTS,652.06
1204,Davidson,VISITORS,1.26
1205,Davidson,RESIDENTS,446.17
1205,Davidson,VISITORS,8.4
1206,Davidson,RESIDENTS,777.14
1206,Davidson,VISITORS,65.82
1207,Davidson,RESIDENTS,1398.31
1207,Davidson,VISITORS,11.77
1208,Davidson,RESIDENTS,2278.28
1208,Davidson,VISITORS,75.16
1209,Davidson,RESIDENTS,4121.24
1209,Davidson,VISITORS,298.84
1210,Davidson,RESIDENTS,4998.79
1210,Davidson,VISITORS,307.25
1211,Davidson,RESIDENTS,737.06
1211,Davidson,VISITORS,4.92
1212,Davidson,RESIDENTS,72.17
1212,Davidson,VISITORS,8.4
1213,Davidson,RESIDENTS,1326.35
1213,Davidson,VISITORS,34.01
1214,Davidson,RESIDENTS,3795.81
1214,Davidson,VISITORS,121.17
1215,Davidson,RESIDENTS,1780.79
1215,Davidson,VISITORS,43.72
1216,Davidson,RESIDENTS,1652.53
1216,Davidson,VISITORS,15.39
1217,Davidson,RESIDENTS,1678.13
1217,Davidson,VISITORS,40.77
1218,Davidson,RESIDENTS,2255.67
1218,Davidson,VISITORS,134.42
1219,Davidson,RESIDENTS,0
1219,Davidson,VISITORS,0
1220,Davidson,RESIDENTS,275.84
1220,Davidson,VISITORS,4.8
1221,Davidson,RESIDENTS,6200.91
1221,Davidson,VISITORS,751.72
1222,Davidson,RESIDENTS,1085.18
1222,Davidson,VISITORS,149.29
1223,Davidson,RESIDENTS,1558.59
1223,Davidson,VISITORS,132.79
1224,Davidson,RESIDENTS,1570.43
1224,Davidson,VISITORS,24.12
1225,Davidson,RESIDENTS,1529.94
1225,Davidson,VISITORS,55.23
1226,Davidson,RESIDENTS,1536.63
1226,Davidson,VISITORS,119.31
1227,Davidson,RESIDENTS,2544.14
1227,Davidson,VISITORS,83.24
1228,Davidson,RESIDENTS,705.97
1228,Davidson,VISITORS,10.4
1229,Davidson,RESIDENTS,1464.58
1229,Davidson,VISITORS,26.24
1230,Davidson,RESIDENTS,153.89
1230,Davidson,VISITORS,21.56
1231,Davidson,RESIDENTS,1400.82
1231,Davidson,VISITORS,47.24
1232,Davidson,RESIDENTS,66.06
1232,Davidson,VISITORS,1.25
1233,Davidson,RESIDENTS,291.69
1233,Davidson,VISITORS,9.71
1234,Davidson,RESIDENTS,1575.4
1234,Davidson,VISITORS,53.98
1235,Davidson,RESIDENTS,840
1235,Davidson,VISITORS,18.43
1236,Davidson,RESIDENTS,438.23
1236,Davidson,VISITORS,8.04
1237,Davidson,RESIDENTS,445.34
1237,Davidson,VISITORS,13.83
1238,Davidson,RESIDENTS,663.09
1238,Davidson,VISITORS,13.45
1239,Davidson,RESIDENTS,330.14
1239,Davidson,VISITORS,12.93
1240,Davidson,RESIDENTS,3145.92
1240,Davidson,VISITORS,75.91
1241,Davidson,RESIDENTS,433.51
1241,Davidson,VISITORS,10.8
1242,Davidson,RESIDENTS,3151.33
1242,Davidson,VISITORS,106.05
1243,Davidson,RESIDENTS,2263.94
1243,Davidson,VISITORS,92.02
1244,Davidson,RESIDENTS,1130.64
1244,Davidson,VISITORS,12.34
1245,Davidson,RESIDENTS,1343.07
1245,Davidson,VISITORS,16.95
1246,Davidson,RESIDENTS,1433.71
1246,Davidson,VISITORS,28.92
1247,Davidson,RESIDENTS,2404.16
1247,Davidson,VISITORS,90.19
1248,Davidson,RESIDENTS,507.53
1248,Davidson,VISITORS,54.08
1249,Davidson,RESIDENTS,1652.43
1249,Davidson,VISITORS,102.41
1250,Davidson,RESIDENTS,912.6
1250,Davidson,VISITORS,49.29
1251,Davidson,RESIDENTS,841.52
1251,Davidson,VISITORS,48.95
1252,Davidson,RESIDENTS,510.55
1252,Davidson,VISITORS,25.14
1253,Davidson,RESIDENTS,976.25
1253,Davidson,VISITORS,19.99
1254,Davidson,RESIDENTS,2127.41
1254,Davidson,VISITORS,46.43
1255,Davidson,RESIDENTS,994.44
1255,Davidson,VISITORS,20.95
1256,Davidson,RESIDENTS,692.59
1256,Davidson,VISITORS,29.24
1257,Davidson,RESIDENTS,3017.5
1257,Davidson,VISITORS,36.85
1258,Davidson,RESIDENTS,1013.56
1258,Davidson,VISITORS,32.43
1259,Davidson,RESIDENTS,595.18
1259,Davidson,VISITORS,11.66
1260,Davidson,RESIDENTS,1173.09
1260,Davidson,VISITORS,14.88
1261,Davidson,RESIDENTS,3241.04
1261,Davidson,VISITORS,90.07
1262,Davidson,RESIDENTS,2406.12
1262,Davidson,VISITORS,96.6
1263,Davidson,RESIDENTS,1392.76
1263,Davidson,VISITORS,51.47
1264,Davidson,RESIDENTS,3239.2
1264,Davidson,VISITORS,71.95
1265,Davidson,RESIDENTS,1694.14
1265,Davidson,VISITORS,51.97
1266,Maury,RESIDENTS,496.85
1266,Maury,VISITORS,14.15
1267,Maury,RESIDENTS,124.95
1267,Maury,VISITORS,0.95
1268,Maury,RESIDENTS,269.94
1268,Maury,VISITORS,14.16
1269,Maury,RESIDENTS,108.4
1269,Maury,VISITORS,5.7
1270,Maury,RESIDENTS,178.5
1270,Maury,VISITORS,28.96
1271,Maury,RESIDENTS,716.08
1271,Maury,VISITORS,2.66
1272,Maury,RESIDENTS,470.39
1272,Maury,VISITORS,8.47
1273,Maury,RESIDENTS,22.68
1273,Maury,VISITORS,1.38
1274,Maury,RESIDENTS,81.54
1274,Maury,VISITORS,0
1275,Maury,RESIDENTS,818.85
1275,Maury,VISITORS,11.96
1276,Maury,RESIDENTS,21.04
1276,Maury,VISITORS,7.64
1277,Maury,RESIDENTS,220.19
1277,Maury,VISITORS,15.74
1278,Maury,RESIDENTS,688.13
1278,Maury,VISITORS,33.49
1279,Maury,RESIDENTS,0
1279,Maury,VISITORS,0
1280,Maury,RESIDENTS,102.57
1280,Maury,VISITORS,0
1281,Maury,RESIDENTS,86.06
1281,Maury,VISITORS,0
1282,Maury,RESIDENTS,498.32
1282,Maury,VISITORS,23.39
1283,Maury,RESIDENTS,1730.3
1283,Maury,VISITORS,39.98
1284,Maury,RESIDENTS,1618.53
1284,Maury,VISITORS,19.56
1285,Maury,RESIDENTS,3016.46
1285,Maury,VISITORS,230.36
1286,Maury,RESIDENTS,5350.31
1286,Maury,VISITORS,149.47
1287,Maury,RESIDENTS,7363.49
1287,Maury,VISITORS,928.2
1288,Maury,RESIDENTS,5852.3
1288,Maury,VISITORS,383.29
1289,Maury,RESIDENTS,1934.74
1289,Maury,VISITORS,19.01
1290,Maury,RESIDENTS,2062.37
1290,Maury,VISITORS,22.27
1291,Maury,RESIDENTS,474.82
1291,Maury,VISITORS,45.32
1292,Maury,RESIDENTS,1769.32
1292,Maury,VISITORS,67.25
1293,Maury,RESIDENTS,7513.07
1293,Maury,VISITORS,473.04
1294,Maury,RESIDENTS,1797.6
1294,Maury,VISITORS,179.89
1295,Maury,RESIDENTS,8126.31
1295,Maury,VISITORS,558.39
1296,Maury,RESIDENTS,1487.1
1296,Maury,VISITORS,60.36
1297,Maury,RESIDENTS,943.35
1297,Maury,VISITORS,26.11
1298,Maury,RESIDENTS,11.62
1298,Maury,VISITORS,9.34
1299,Maury,RESIDENTS,262.58
1299,Maury,VISITORS,21.53
1300,Maury,RESIDENTS,386.45
1300,Maury,VISITORS,15.79
1301,Maury,RESIDENTS,4858.45
1301,Maury,VISITORS,210.93
1302,Maury,RESIDENTS,357.32
1302,Maury,VISITORS,59.27
1303,Maury,RESIDENTS,531.47
1303,Maury,VISITORS,40.78
1304,Maury,RESIDENTS,226.51
1304,Maury,VISITORS,1.54
1305,Maury,RESIDENTS,45.85
1305,Maury,VISITORS,0
1306,Maury,RESIDENTS,2953.75
1306,Maury,VISITORS,40.48
1307,Maury,RESIDENTS,221.8
1307,Maury,VISITORS,1
1308,Maury,RESIDENTS,69.9
1308,Maury,VISITORS,23.65
1309,Maury,RESIDENTS,637.62
1309,Maury,VISITORS,19.4
1310,Maury,RESIDENTS,410.76
1310,Maury,VISITORS,87.59
1311,Maury,RESIDENTS,1086.27
1311,Maury,VISITORS,304.7
1312,Maury,RESIDENTS,715.21
1312,Maury,VISITORS,116.94
1313,Maury,RESIDENTS,1258.03
1313,Maury,VISITORS,12.71
1314,Maury,RESIDENTS,130.65
1314,Maury,VISITORS,18.96
1315,Maury,RESIDENTS,1038.79
1315,Maury,VISITORS,31.73
1316,Maury,RESIDENTS,1033.7
1316,Maury,VISITORS,57.62
1317,Maury,RESIDENTS,410.23
1317,Maury,VISITORS,242.98
1318,Maury,RESIDENTS,171.38
1318,Maury,VISITORS,19.25
1319,Maury,RESIDENTS,124.68
1319,Maury,VISITORS,41.04
1320,Maury,RESIDENTS,618.42
1320,Maury,VISITORS,83.39
1321,Maury,RESIDENTS,0
1321,Maury,VISITORS,1.61
1322,Maury,RESIDENTS,27.65
1322,Maury,VISITORS,7.28
1323,Maury,RESIDENTS,1536.26
1323,Maury,VISITORS,76.2
1324,Maury,RESIDENTS,3725.12
1324,Maury,VISITORS,316.71
1325,Maury,RESIDENTS,843.98
1325,Maury,VISITORS,28.79
1326,Maury,RESIDENTS,848.39
1326,Maury,VISITORS,50.47
1327,Maury,RESIDENTS,2129.15
1327,Maury,VISITORS,200.76
1328,Maury,RESIDENTS,1369.17
1328,Maury,VISITORS,80.45
1329,Maury,RESIDENTS,1266.8
1329,Maury,VISITORS,21.55
1330,Maury,RESIDENTS,4067.11
1330,Maury,VISITORS,381.76
1331,Maury,RESIDENTS,302.88
1331,Maury,VISITORS,6.67
1332,Maury,RESIDENTS,804.99
1332,Maury,VISITORS,92.73
1333,Maury,RESIDENTS,2806.94
1333,Maury,VISITORS,156.59
1334,Maury,RESIDENTS,559.85
1334,Maury,VISITORS,46.39
1335,Maury,RESIDENTS,1.34
1335,Maury,VISITORS,0
1336,Maury,RESIDENTS,808.06
1336,Maury,VISITORS,63.24
1337,Maury,RESIDENTS,208.01
1337,Maury,VISITORS,23.93
1338,Maury,RESIDENTS,736.11
1338,Maury,VISITORS,85.77
1339,Maury,RESIDENTS,1065.97
1339,Maury,VISITORS,174.72
1340,Maury,RESIDENTS,1141.17
1340,Maury,VISITORS,61.39
1341,Maury,RESIDENTS,726.33
1341,Maury,VISITORS,69.74
1342,Maury,RESIDENTS,24.86
1342,Maury,VISITORS,1.56
1343,Maury,RESIDENTS,313.69
1343,Maury,VISITORS,31.14
1344,Maury,RESIDENTS,443.25
1344,Maury,VISITORS,17.83
1345,Maury,RESIDENTS,457.45
1345,Maury,VISITORS,0.92
1346,Maury,RESIDENTS,1418.63
1346,Maury,VISITORS,88.72
1347,Maury,RESIDENTS,332.63
1347,Maury,VISITORS,7.54
1348,Maury,RESIDENTS,1376.95
1348,Maury,VISITORS,47.58
1349,Maury,RESIDENTS,526.85
1349,Maury,VISITORS,4.8
1350,Maury,RESIDENTS,115.46
1350,Maury,VISITORS,0
1351,Maury,RESIDENTS,121.29
1351,Maury,VISITORS,5.5
1352,Maury,RESIDENTS,683.92
1352,Maury,VISITORS,29.43
1353,Maury,RESIDENTS,805.36
1353,Maury,VISITORS,4.27
1354,Maury,RESIDENTS,188.72
1354,Maury,VISITORS,116.51
1355,Maury,RESIDENTS,36.67
1355,Maury,VISITORS,0.8
1356,Maury,RESIDENTS,6.03
1356,Maury,VISITORS,0
1357,Maury,RESIDENTS,1130.6
1357,Maury,VISITORS,69.54
1358,Maury,RESIDENTS,317.32
1358,Maury,VISITORS,8.77
1359,Maury,RESIDENTS,3399.52
1359,Maury,VISITORS,428.44
1360,Maury,RESIDENTS,1633.76
1360,Maury,VISITORS,57.65
1361,Maury,RESIDENTS,757.04
1361,Maury,VISITORS,13.27
1362,Maury,RESIDENTS,38.07
1362,Maury,VISITORS,6.66
1363,Maury,RESIDENTS,157.31
1363,Maury,VISITORS,7.7
1364,Maury,RESIDENTS,1374.51
1364,Maury,VISITORS,161.41
1365,Maury,RESIDENTS,2136.72
1365,Maury,VISITORS,94.97
1366,Maury,RESIDENTS,2057.12
1366,Maury,VISITORS,241.22
1367,Maury,RESIDENTS,1116.91
1367,Maury,VISITORS,37.16
1368,Maury,RESIDENTS,2223.76
1368,Maury,VISITORS,75.55
1369,Maury,RESIDENTS,422.03
1369,Maury,VISITORS,23.56
1370,Maury,RESIDENTS,127.01
1370,Maury,VISITORS,103.28
1371,Maury,RESIDENTS,108.74
1371,Maury,VISITORS,39.67
1372,Maury,RESIDENTS,133.95
1372,Maury,VISITORS,56.47
1373,Maury,RESIDENTS,966.19
1373,Maury,VISITORS,28.71
1374,Maury,RESIDENTS,1996.43
1374,Maury,VISITORS,191.12
1375,Maury,RESIDENTS,3406.49
1375,Maury,VISITORS,134.86
1376,Maury,RESIDENTS,12122.66
1376,Maury,VISITORS,1536.95
1377,Maury,RESIDENTS,4863.77
1377,Maury,VISITORS,526.67
1378,Maury,RESIDENTS,1335.46
1378,Maury,VISITORS,16.72
1379,Maury,RESIDENTS,970.16
1379,Maury,VISITORS,11.05
1380,Maury,RESIDENTS,304.3
1380,Maury,VISITORS,15.2
1381,Maury,RESIDENTS,579.32
1381,Maury,VISITORS,21.38
1382,Maury,RESIDENTS,1585.3
1382,Maury,VISITORS,109.47
1383,Maury,RESIDENTS,520.81
1383,Maury,VISITORS,12.17
1384,Maury,RESIDENTS,2075.55
1384,Maury,VISITORS,291.3
1385,Maury,RESIDENTS,1887.12
1385,Maury,VISITORS,156.7
1386,Maury,RESIDENTS,1876.02
1386,Maury,VISITORS,88.96
1387,Maury,RESIDENTS,1283.38
1387,Maury,VISITORS,55.02
1388,Maury,RESIDENTS,1248.57
1388,Maury,VISITORS,71.91
1389,Maury,RESIDENTS,4244.02
1389,Maury,VISITORS,404.55
1390,Maury,RESIDENTS,2515.75
1390,Maury,VISITORS,904.29
1391,Maury,RESIDENTS,907.42
1391,Maury,VISITORS,33.11
1392,Maury,RESIDENTS,776.28
1392,Maury,VISITORS,166.45
1393,Maury,RESIDENTS,1970.43
1393,Maury,VISITORS,64.21
1394,Maury,RESIDENTS,2360.28
1394,Maury,VISITORS,350.49
1395,Maury,RESIDENTS,1556.29
1395,Maury,VISITORS,172.89
1396,Maury,RESIDENTS,1306.82
1396,Maury,VISITORS,415.06
1397,Maury,RESIDENTS,1148.19
1397,Maury,VISITORS,48.51
1398,Maury,RESIDENTS,916.02
1398,Maury,VISITORS,213.96
1399,Maury,RESIDENTS,606.37
1399,Maury,VISITORS,3.68
1400,Maury,RESIDENTS,228.11
1400,Maury,VISITORS,40.2
1401,Maury,RESIDENTS,979.13
1401,Maury,VISITORS,30.37
1402,Maury,RESIDENTS,5041.9
1402,Maury,VISITORS,125.1
1403,Maury,RESIDENTS,3332.16
1403,Maury,VISITORS,341.93
1404,Maury,RESIDENTS,2406.37
1404,Maury,VISITORS,397.08
1405,Maury,RESIDENTS,412.03
1405,Maury,VISITORS,10.7
1406,Maury,RESIDENTS,1252.36
1406,Maury,VISITORS,28.02
1407,Maury,RESIDENTS,759.65
1407,Maury,VISITORS,23.19
1408,Maury,RESIDENTS,306.28
1408,Maury,VISITORS,2.12
1409,Maury,RESIDENTS,528.87
1409,Maury,VISITORS,42.58
1410,Maury,RESIDENTS,474.49
1410,Maury,VISITORS,13.9
1411,Maury,RESIDENTS,455.4
1411,Maury,VISITORS,24.85
1412,Maury,RESIDENTS,57.21
1412,Maury,VISITORS,0
1413,Maury,RESIDENTS,441.61
1413,Maury,VISITORS,13.04
1414,Maury,RESIDENTS,1267.71
1414,Maury,VISITORS,504.64
1415,Maury,RESIDENTS,473.69
1415,Maury,VISITORS,76.61
1416,Maury,RESIDENTS,105.01
1416,Maury,VISITORS,26.62
1417,Maury,RESIDENTS,508.95
1417,Maury,VISITORS,18.69
1418,Maury,RESIDENTS,490.68
1418,Maury,VISITORS,2.03
1419,Maury,RESIDENTS,1250.21
1419,Maury,VISITORS,118.49
1420,Maury,RESIDENTS,452.28
1420,Maury,VISITORS,11.98
1421,Maury,RESIDENTS,140.06
1421,Maury,VISITORS,0
1422,Maury,RESIDENTS,1694.16
1422,Maury,VISITORS,293.62
1423,Maury,RESIDENTS,278.06
1423,Maury,VISITORS,5.09
1424,Maury,RESIDENTS,112.22
1424,Maury,VISITORS,6.57
1425,Maury,RESIDENTS,575.6
1425,Maury,VISITORS,31.33
1426,Maury,RESIDENTS,3522.86
1426,Maury,VISITORS,273.93
1427,Maury,RESIDENTS,2185.1
1427,Maury,VISITORS,330.94
1428,Maury,RESIDENTS,351.38
1428,Maury,VISITORS,23.13
1429,Maury,RESIDENTS,1075.13
1429,Maury,VISITORS,114.21
1430,Maury,RESIDENTS,913.31
1430,Maury,VISITORS,41.68
1431,Maury,RESIDENTS,504.18
1431,Maury,VISITORS,90.17
1432,Maury,RESIDENTS,75.48
1432,Maury,VISITORS,27.2
1433,Maury,RESIDENTS,3215.78
1433,Maury,VISITORS,311.25
1434,Maury,RESIDENTS,898.56
1434,Maury,VISITORS,107.66
1435,Maury,RESIDENTS,524.35
1435,Maury,VISITORS,8.22
1436,Maury,RESIDENTS,1118.21
1436,Maury,VISITORS,35.02
1437,Maury,RESIDENTS,1507.37
1437,Maury,VISITORS,15.78
1438,Maury,RESIDENTS,6525.62
1438,Maury,VISITORS,1011.66
1439,Maury,RESIDENTS,2403.1
1439,Maury,VISITORS,238.32
1440,Maury,RESIDENTS,1162.5
1440,Maury,VISITORS,152.59
1441,Maury,RESIDENTS,1279.63
1441,Maury,VISITORS,73.64
1442,Maury,RESIDENTS,690.02
1442,Maury,VISITORS,53.83
1443,Maury,RESIDENTS,142.35
1443,Maury,VISITORS,31.3
1444,Maury,RESIDENTS,678.46
1444,Maury,VISITORS,36.35
1445,Maury,RESIDENTS,3324.4
1445,Maury,VISITORS,336.92
1446,Maury,RESIDENTS,3547.86
1446,Maury,VISITORS,755.24
1447,Maury,RESIDENTS,88.54
1447,Maury,VISITORS,6.53
1448,Maury,RESIDENTS,398.61
1448,Maury,VISITORS,40.6
1449,Maury,RESIDENTS,437.72
1449,Maury,VISITORS,36.84
1450,Maury,RESIDENTS,287.23
1450,Maury,VISITORS,27.65
1451,Maury,RESIDENTS,196.84
1451,Maury,VISITORS,26.58
1452,Maury,RESIDENTS,426.56
1452,Maury,VISITORS,19.78
1453,Maury,RESIDENTS,35.25
1453,Maury,VISITORS,44.03
1454,Maury,RESIDENTS,428.49
1454,Maury,VISITORS,81.09
1455,Maury,RESIDENTS,932.29
1455,Maury,VISITORS,67.46
1456,Maury,RESIDENTS,392.72
1456,Maury,VISITORS,20.83
1457,Maury,RESIDENTS,216.44
1457,Maury,VISITORS,3.53
1458,Maury,RESIDENTS,254.54
1458,Maury,VISITORS,8.24
1459,Maury,RESIDENTS,837.71
1459,Maury,VISITORS,151.18
1460,Maury,RESIDENTS,482.6
1460,Maury,VISITORS,17.82
1461,Maury,RESIDENTS,775.15
1461,Maury,VISITORS,41.22
1462,Maury,RESIDENTS,703.91
1462,Maury,VISITORS,48.45
1463,Maury,RESIDENTS,363.7
1463,Maury,VISITORS,48.48
1464,Maury,RESIDENTS,1013.77
1464,Maury,VISITORS,88.4
1465,Maury,RESIDENTS,84.25
1465,Maury,VISITORS,17.15
1466,Robertson,RESIDENTS,333.8
1466,Robertson,VISITORS,30.71
1467,Robertson,RESIDENTS,822.09
1467,Robertson,VISITORS,45.18
1468,Robertson,RESIDENTS,336.53
1468,Robertson,VISITORS,49.88
1469,Robertson,RESIDENTS,249.52
1469,Robertson,VISITORS,86.5
1470,Robertson,RESIDENTS,257.9
1470,Robertson,VISITORS,29.38
1471,Robertson,RESIDENTS,979.82
1471,Robertson,VISITORS,46.45
1472,Robertson,RESIDENTS,777.73
1472,Robertson,VISITORS,13.05
1473,Robertson,RESIDENTS,404.75
1473,Robertson,VISITORS,77.58
1474,Robertson,RESIDENTS,802.81
1474,Robertson,VISITORS,382.09
1475,Robertson,RESIDENTS,469.34
1475,Robertson,VISITORS,45.26
1476,Robertson,RESIDENTS,1327.05
1476,Robertson,VISITORS,723.4
1477,Robertson,RESIDENTS,471.53
1477,Robertson,VISITORS,12.96
1478,Robertson,RESIDENTS,4756.16
1478,Robertson,VISITORS,194.9
1479,Robertson,RESIDENTS,3661.97
1479,Robertson,VISITORS,106.08
1480,Robertson,RESIDENTS,1390.2
1480,Robertson,VISITORS,304.92
1481,Robertson,RESIDENTS,3001.47
1481,Robertson,VISITORS,35.08
1482,Robertson,RESIDENTS,3808.58
1482,Robertson,VISITORS,57.22
1483,Robertson,RESIDENTS,508.53
1483,Robertson,VISITORS,12.29
1484,Robertson,RESIDENTS,48.26
1484,Robertson,VISITORS,0.46
1485,Robertson,RESIDENTS,4727.96
1485,Robertson,VISITORS,150.52
1486,Robertson,RESIDENTS,6225.97
1486,Robertson,VISITORS,104.26
1487,Robertson,RESIDENTS,2878.09
1487,Robertson,VISITORS,33.12
1488,Robertson,RESIDENTS,833.24
1488,Robertson,VISITORS,31.54
1489,Robertson,RESIDENTS,1294.87
1489,Robertson,VISITORS,17.87
1490,Robertson,RESIDENTS,658.72
1490,Robertson,VISITORS,3.53
1491,Robertson,RESIDENTS,615.04
1491,Robertson,VISITORS,39.83
1492,Robertson,RESIDENTS,509.69
1492,Robertson,VISITORS,0.78
1493,Robertson,RESIDENTS,135.63
1493,Robertson,VISITORS,1.84
1494,Robertson,RESIDENTS,814.33
1494,Robertson,VISITORS,3.56
1495,Robertson,RESIDENTS,6.59
1495,Robertson,VISITORS,0
1496,Robertson,RESIDENTS,47.39
1496,Robertson,VISITORS,0
1497,Robertson,RESIDENTS,83.31
1497,Robertson,VISITORS,1.13
1498,Robertson,RESIDENTS,798.98
1498,Robertson,VISITORS,14.09
1499,Robertson,RESIDENTS,112.8
1499,Robertson,VISITORS,14.73
1500,Robertson,RESIDENTS,286.8
1500,Robertson,VISITORS,8.83
1501,Robertson,RESIDENTS,491.39
1501,Robertson,VISITORS,14.69
1502,Robertson,RESIDENTS,1101.45
1502,Robertson,VISITORS,7.28
1503,Robertson,RESIDENTS,712.9
1503,Robertson,VISITORS,9.72
1504,Robertson,RESIDENTS,623.56
1504,Robertson,VISITORS,15.64
1505,Robertson,RESIDENTS,110.61
1505,Robertson,VISITORS,1.67
1506,Robertson,RESIDENTS,994.19
1506,Robertson,VISITORS,58.41
1507,Robertson,RESIDENTS,819.28
1507,Robertson,VISITORS,74.36
1508,Robertson,RESIDENTS,191.57
1508,Robertson,VISITORS,6.79
1509,Robertson,RESIDENTS,267.63
1509,Robertson,VISITORS,56.21
1510,Robertson,RESIDENTS,491.48
1510,Robertson,VISITORS,45.28
1511,Robertson,RESIDENTS,215.64
