PERSON_TYPE,PER,ORIG_PURPOSE,TIME_USE
CHILD AGE 0 TO 4,24,OTHER,0
CHILD AGE 0 TO 4,24,SCHOOL,328.239378958333
CHILD AGE 0 TO 4,24,SHOP,98.8880160416667
CHILD AGE 0 TO 4,24,SOC AND REC,68.3830189583333
CHILD AGE 0 TO 4,24,WORK,47.6927895833333
CHILD AGE 0 TO 4,25,COMMUTE,155.440173054167
CHILD AGE 0 TO 4,25,ESCORT,454.494722291667
CHILD AGE 0 TO 4,25,HOME,513.724840208333
CHILD AGE 0 TO 4,25,MEAL,29.750625
CHILD AGE 0 TO 4,25,OTHER,0
CHILD AGE 0 TO 4,25,SCHOOL,328.239378958333
CHILD AGE 0 TO 4,25,SHOP,100.621551041667
CHILD AGE 0 TO 4,25,SOC AND REC,65.6215072916667
CHILD AGE 0 TO 4,25,WORK,47.6927895833333
CHILD AGE 0 TO 4,26,COMMUTE,159.409419586805
CHILD AGE 0 TO 4,26,ESCORT,434.724372916667
CHILD AGE 0 TO 4,26,HOME,552.854954166667
CHILD AGE 0 TO 4,26,MEAL,37.4918264583333
CHILD AGE 0 TO 4,26,OTHER,0
CHILD AGE 0 TO 4,26,SCHOOL,297.116859583333
CHILD AGE 0 TO 4,26,SHOP,113.501723333333
CHILD AGE 0 TO 4,26,SOC AND REC,51.0307704166667
CHILD AGE 0 TO 4,26,WORK,47.6927895833333
CHILD AGE 0 TO 4,27,COMMUTE,176.524831743981
CHILD AGE 0 TO 4,27,ESCORT,420.0608725
CHILD AGE 0 TO 4,27,HOME,558.246727916667
CHILD AGE 0 TO 4,27,MEAL,40.8114266666667
CHILD AGE 0 TO 4,27,OTHER,0
CHILD AGE 0 TO 4,27,SCHOOL,298.779058333333
CHILD AGE 0 TO 4,27,SHOP,102.411642916667
CHILD AGE 0 TO 4,27,SOC AND REC,81.8127102083333
CHILD AGE 0 TO 4,27,WORK,45.584880625
CHILD AGE 0 TO 4,28,COMMUTE,186.062139292245
CHILD AGE 0 TO 4,28,ESCORT,376.211416666667
CHILD AGE 0 TO 4,28,HOME,647.038286041667
CHILD AGE 0 TO 4,28,MEAL,45.0272445833333
CHILD AGE 0 TO 4,28,OTHER,0
CHILD AGE 0 TO 4,28,SCHOOL,203.134211458333
CHILD AGE 0 TO 4,28,SHOP,110.751790416667
CHILD AGE 0 TO 4,28,SOC AND REC,108.449064166667
CHILD AGE 0 TO 4,28,WORK,41.3690627083333
CHILD AGE 0 TO 4,29,COMMUTE,222.917761528357
CHILD AGE 0 TO 4,29,ESCORT,298.903188333333
CHILD AGE 0 TO 4,29,HOME,683.105752083334
CHILD AGE 0 TO 4,29,MEAL,59.4266285416667
CHILD AGE 0 TO 4,29,OTHER,0
CHILD AGE 0 TO 4,29,SCHOOL,174.258689583333
CHILD AGE 0 TO 4,29,SHOP,134.579693125
CHILD AGE 0 TO 4,29,SOC AND REC,83.5214804166667
CHILD AGE 0 TO 4,29,WORK,41.3690627083333
CHILD AGE 0 TO 4,30,COMMUTE,170.340075055556
CHILD AGE 0 TO 4,30,ESCORT,217.15023875
CHILD AGE 0 TO 4,30,HOME,650.287039375
CHILD AGE 0 TO 4,30,MEAL,62.3420054166667
CHILD AGE 0 TO 4,30,OTHER,0
CHILD AGE 0 TO 4,30,SCHOOL,63.5565120833334
CHILD AGE 0 TO 4,30,SHOP,150.844970208333
CHILD AGE 0 TO 4,30,SOC AND REC,79.9864916666667
CHILD AGE 0 TO 4,30,WORK,24.70339125
CHILD AGE 0 TO 4,31,COMMUTE,183.323829664375
CHILD AGE 0 TO 4,31,ESCORT,142.23254375
CHILD AGE 0 TO 4,31,HOME,630.7790675
CHILD AGE 0 TO 4,31,MEAL,49.2748702083333
CHILD AGE 0 TO 4,31,OTHER,0
CHILD AGE 0 TO 4,31,SCHOOL,25.6175822916667
CHILD AGE 0 TO 4,31,SHOP,158.431225
CHILD AGE 0 TO 4,31,SOC AND REC,129.001398333333
CHILD AGE 0 TO 4,31,WORK,16.4689275
CHILD AGE 0 TO 4,32,COMMUTE,157.237412228727
CHILD AGE 0 TO 4,32,ESCORT,109.8637575
CHILD AGE 0 TO 4,32,HOME,607.071879583334
CHILD AGE 0 TO 4,32,MEAL,78.5544652083333
CHILD AGE 0 TO 4,32,OTHER,0
CHILD AGE 0 TO 4,32,SCHOOL,0
CHILD AGE 0 TO 4,32,SHOP,105.85708625
CHILD AGE 0 TO 4,32,SOC AND REC,149.445395
CHILD AGE 0 TO 4,32,WORK,8.23446375
CHILD AGE 0 TO 4,33,COMMUTE,110.889941556157
CHILD AGE 0 TO 4,33,ESCORT,121.712722708333
CHILD AGE 0 TO 4,33,HOME,601.780291875001
CHILD AGE 0 TO 4,33,MEAL,29.6141914583333
CHILD AGE 0 TO 4,33,OTHER,0
CHILD AGE 0 TO 4,33,SCHOOL,0
CHILD AGE 0 TO 4,33,SHOP,100.643091458333
CHILD AGE 0 TO 4,33,SOC AND REC,139.344645416667
CHILD AGE 0 TO 4,33,WORK,0
CHILD AGE 0 TO 4,34,COMMUTE,89.5549759849769
CHILD AGE 0 TO 4,34,ESCORT,93.334848125
CHILD AGE 0 TO 4,34,HOME,579.190690625001
CHILD AGE 0 TO 4,34,MEAL,47.436371875
CHILD AGE 0 TO 4,34,OTHER,0
CHILD AGE 0 TO 4,34,SCHOOL,0
CHILD AGE 0 TO 4,34,SHOP,70.4657289583333
CHILD AGE 0 TO 4,34,SOC AND REC,126.157275833333
CHILD AGE 0 TO 4,34,WORK,0
CHILD AGE 0 TO 4,35,COMMUTE,59.8038908231713
CHILD AGE 0 TO 4,35,ESCORT,98.604620625
CHILD AGE 0 TO 4,35,HOME,569.076453750001
CHILD AGE 0 TO 4,35,MEAL,15.970814375
CHILD AGE 0 TO 4,35,OTHER,0
CHILD AGE 0 TO 4,35,SCHOOL,0
CHILD AGE 0 TO 4,35,SHOP,52.33819125
CHILD AGE 0 TO 4,35,SOC AND REC,79.7773827083333
CHILD AGE 0 TO 4,35,WORK,0
CHILD AGE 0 TO 4,36,COMMUTE,35.3559811476852
CHILD AGE 0 TO 4,36,ESCORT,106.35345125
CHILD AGE 0 TO 4,36,HOME,535.533607083333
CHILD AGE 0 TO 4,36,MEAL,7.283466875
CHILD AGE 0 TO 4,36,OTHER,0
CHILD AGE 0 TO 4,36,SCHOOL,0
CHILD AGE 0 TO 4,36,SHOP,54.6357797916667
CHILD AGE 0 TO 4,36,SOC AND REC,44.2962639583333
CHILD AGE 0 TO 4,36,WORK,0
CHILD AGE 0 TO 4,37,COMMUTE,33.2278034581019
CHILD AGE 0 TO 4,37,ESCORT,78.2603583333333
CHILD AGE 0 TO 4,37,HOME,554.878301875001
CHILD AGE 0 TO 4,37,MEAL,2.63488625
CHILD AGE 0 TO 4,37,OTHER,0
CHILD AGE 0 TO 4,37,SCHOOL,0
CHILD AGE 0 TO 4,37,SHOP,49.6484608333334
CHILD AGE 0 TO 4,37,SOC AND REC,35.6516408333333
CHILD AGE 0 TO 4,37,WORK,2.63488625
CHILD AGE 0 TO 4,38,COMMUTE,12.20358408125
CHILD AGE 0 TO 4,38,ESCORT,84.9443910416667
CHILD AGE 0 TO 4,38,HOME,521.779910416667
CHILD AGE 0 TO 4,38,MEAL,0
CHILD AGE 0 TO 4,38,OTHER,0
CHILD AGE 0 TO 4,38,SCHOOL,0
CHILD AGE 0 TO 4,38,SHOP,24.9664108333333
CHILD AGE 0 TO 4,38,SOC AND REC,24.68904625
CHILD AGE 0 TO 4,38,WORK,2.63488625
CHILD AGE 0 TO 4,39,COMMUTE,9.85241379513889
CHILD AGE 0 TO 4,39,ESCORT,64.7759445833334
CHILD AGE 0 TO 4,39,HOME,520.305717083333
CHILD AGE 0 TO 4,39,MEAL,0
CHILD AGE 0 TO 4,39,OTHER,0
CHILD AGE 0 TO 4,39,SCHOOL,0
CHILD AGE 0 TO 4,39,SHOP,24.8368904166667
CHILD AGE 0 TO 4,39,SOC AND REC,23.87985375
CHILD AGE 0 TO 4,39,WORK,2.63488625
CHILD AGE 0 TO 4,40,COMMUTE,2.85290769652778
CHILD AGE 0 TO 4,40,ESCORT,62.524385625
CHILD AGE 0 TO 4,40,HOME,519.052298958334
CHILD AGE 0 TO 4,40,MEAL,0
CHILD AGE 0 TO 4,40,OTHER,0
CHILD AGE 0 TO 4,40,SCHOOL,0
CHILD AGE 0 TO 4,40,SHOP,24.8368904166667
CHILD AGE 0 TO 4,40,SOC AND REC,15.64539
CHILD AGE 0 TO 4,40,WORK,2.63488625
CHILD AGE 0 TO 4,41,COMMUTE,1.8971181
CHILD AGE 0 TO 4,41,ESCORT,62.524385625
CHILD AGE 0 TO 4,41,HOME,518.815219166667
CHILD AGE 0 TO 4,41,MEAL,0
CHILD AGE 0 TO 4,41,OTHER,0
CHILD AGE 0 TO 4,41,SCHOOL,0
CHILD AGE 0 TO 4,41,SHOP,24.8368904166667
CHILD AGE 0 TO 4,41,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,41,WORK,2.63488625
CHILD AGE 0 TO 4,42,COMMUTE,0
CHILD AGE 0 TO 4,42,ESCORT,62.524385625
CHILD AGE 0 TO 4,42,HOME,513.545446666667
CHILD AGE 0 TO 4,42,MEAL,0
CHILD AGE 0 TO 4,42,OTHER,0
CHILD AGE 0 TO 4,42,SCHOOL,0
CHILD AGE 0 TO 4,42,SHOP,24.8368904166667
CHILD AGE 0 TO 4,42,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,42,WORK,2.63488625
CHILD AGE 0 TO 4,43,COMMUTE,0
CHILD AGE 0 TO 4,43,ESCORT,62.524385625
CHILD AGE 0 TO 4,43,HOME,513.545446666667
CHILD AGE 0 TO 4,43,MEAL,0
CHILD AGE 0 TO 4,43,OTHER,0
CHILD AGE 0 TO 4,43,SCHOOL,0
CHILD AGE 0 TO 4,43,SHOP,24.8368904166667
CHILD AGE 0 TO 4,43,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,43,WORK,2.63488625
CHILD AGE 0 TO 4,44,COMMUTE,0
CHILD AGE 0 TO 4,44,ESCORT,62.524385625
CHILD AGE 0 TO 4,44,HOME,513.545446666667
CHILD AGE 0 TO 4,44,MEAL,0
CHILD AGE 0 TO 4,44,OTHER,0
CHILD AGE 0 TO 4,44,SCHOOL,0
CHILD AGE 0 TO 4,44,SHOP,24.8368904166667
CHILD AGE 0 TO 4,44,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,44,WORK,2.63488625
CHILD AGE 0 TO 4,45,COMMUTE,2.40250121666667
CHILD AGE 0 TO 4,45,ESCORT,62.524385625
CHILD AGE 0 TO 4,45,HOME,516.180332916667
CHILD AGE 0 TO 4,45,MEAL,0
CHILD AGE 0 TO 4,45,OTHER,0
CHILD AGE 0 TO 4,45,SCHOOL,0
CHILD AGE 0 TO 4,45,SHOP,24.8368904166667
CHILD AGE 0 TO 4,45,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,45,WORK,2.63488625
CHILD AGE 0 TO 4,46,COMMUTE,1.26620932083333
CHILD AGE 0 TO 4,46,ESCORT,64.4284597916667
CHILD AGE 0 TO 4,46,HOME,511.6413725
CHILD AGE 0 TO 4,46,MEAL,0
CHILD AGE 0 TO 4,46,OTHER,0
CHILD AGE 0 TO 4,46,SCHOOL,0
CHILD AGE 0 TO 4,46,SHOP,24.8368904166667
CHILD AGE 0 TO 4,46,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,46,WORK,2.63488625
CHILD AGE 0 TO 4,47,COMMUTE,0.637864845833333
CHILD AGE 0 TO 4,47,ESCORT,62.524385625
CHILD AGE 0 TO 4,47,HOME,513.545446666667
CHILD AGE 0 TO 4,47,MEAL,0
CHILD AGE 0 TO 4,47,OTHER,0
CHILD AGE 0 TO 4,47,SCHOOL,0
CHILD AGE 0 TO 4,47,SHOP,24.8368904166667
CHILD AGE 0 TO 4,47,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,47,WORK,2.63488625
CHILD AGE 0 TO 4,48,COMMUTE,0
CHILD AGE 0 TO 4,48,ESCORT,62.524385625
CHILD AGE 0 TO 4,48,HOME,513.545446666667
CHILD AGE 0 TO 4,48,MEAL,0
CHILD AGE 0 TO 4,48,OTHER,0
CHILD AGE 0 TO 4,48,SCHOOL,0
CHILD AGE 0 TO 4,48,SHOP,24.8368904166667
CHILD AGE 0 TO 4,48,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,48,WORK,2.63488625
CHILD AGE 16 PLUS,1,COMMUTE,0
CHILD AGE 16 PLUS,1,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,1,HOME,107.68807125
CHILD AGE 16 PLUS,1,MEAL,6.6042975
CHILD AGE 16 PLUS,1,OTHER,0
CHILD AGE 16 PLUS,1,SCHOOL,0
CHILD AGE 16 PLUS,1,SHOP,10.5750958333333
CHILD AGE 16 PLUS,1,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,1,WORK,0
CHILD AGE 16 PLUS,2,COMMUTE,0
CHILD AGE 16 PLUS,2,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,2,HOME,107.68807125
CHILD AGE 16 PLUS,2,MEAL,6.6042975
CHILD AGE 16 PLUS,2,OTHER,0
CHILD AGE 16 PLUS,2,SCHOOL,0
CHILD AGE 16 PLUS,2,SHOP,10.5750958333333
CHILD AGE 16 PLUS,2,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,2,WORK,0
CHILD AGE 16 PLUS,3,COMMUTE,0
CHILD AGE 16 PLUS,3,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,3,HOME,107.68807125
CHILD AGE 16 PLUS,3,MEAL,6.6042975
CHILD AGE 16 PLUS,3,OTHER,0
CHILD AGE 16 PLUS,3,SCHOOL,0
CHILD AGE 16 PLUS,3,SHOP,10.5750958333333
CHILD AGE 16 PLUS,3,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,3,WORK,0
CHILD AGE 16 PLUS,4,COMMUTE,0
CHILD AGE 16 PLUS,4,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,4,HOME,107.68807125
CHILD AGE 16 PLUS,4,MEAL,6.6042975
CHILD AGE 16 PLUS,4,OTHER,0
CHILD AGE 16 PLUS,4,SCHOOL,0
CHILD AGE 16 PLUS,4,SHOP,10.5750958333333
CHILD AGE 16 PLUS,4,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,4,WORK,0
CHILD AGE 16 PLUS,5,COMMUTE,0.761180833333333
CHILD AGE 16 PLUS,5,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,5,HOME,107.68807125
CHILD AGE 16 PLUS,5,MEAL,6.6042975
CHILD AGE 16 PLUS,5,OTHER,0
CHILD AGE 16 PLUS,5,SCHOOL,0
CHILD AGE 16 PLUS,5,SHOP,10.5750958333333
CHILD AGE 16 PLUS,5,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,5,WORK,0
CHILD AGE 16 PLUS,6,COMMUTE,2.35631871527778
CHILD AGE 16 PLUS,6,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,6,HOME,107.68807125
CHILD AGE 16 PLUS,6,MEAL,6.6042975
CHILD AGE 16 PLUS,6,OTHER,0
CHILD AGE 16 PLUS,6,SCHOOL,0
CHILD AGE 16 PLUS,6,SHOP,12.8586383333333
CHILD AGE 16 PLUS,6,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,6,WORK,0
CHILD AGE 16 PLUS,7,COMMUTE,31.2249580555556
CHILD AGE 16 PLUS,7,ESCORT,27.3286997916667
CHILD AGE 16 PLUS,7,HOME,111.815776875
CHILD AGE 16 PLUS,7,MEAL,6.6042975
CHILD AGE 16 PLUS,7,OTHER,0
CHILD AGE 16 PLUS,7,SCHOOL,0
CHILD AGE 16 PLUS,7,SHOP,12.8586383333333
CHILD AGE 16 PLUS,7,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,7,WORK,12.3831191666667
CHILD AGE 16 PLUS,8,COMMUTE,96.1699758716435
CHILD AGE 16 PLUS,8,ESCORT,18.3054752083333
CHILD AGE 16 PLUS,8,HOME,106.926890416667
CHILD AGE 16 PLUS,8,MEAL,10.732003125
CHILD AGE 16 PLUS,8,OTHER,0
CHILD AGE 16 PLUS,8,SCHOOL,20.7601429166667
CHILD AGE 16 PLUS,8,SHOP,2.539373125
CHILD AGE 16 PLUS,8,SOC AND REC,30.9576760416667
CHILD AGE 16 PLUS,8,WORK,0
CHILD AGE 16 PLUS,9,COMMUTE,172.811634190856
CHILD AGE 16 PLUS,9,ESCORT,55.44815875
CHILD AGE 16 PLUS,9,HOME,79.5686341666667
CHILD AGE 16 PLUS,9,MEAL,6.6042975
CHILD AGE 16 PLUS,9,OTHER,0
CHILD AGE 16 PLUS,9,SCHOOL,214.4053675
CHILD AGE 16 PLUS,9,SHOP,2.539373125
CHILD AGE 16 PLUS,9,SOC AND REC,39.85447625
CHILD AGE 16 PLUS,9,WORK,22.9993295833333
CHILD AGE 16 PLUS,10,COMMUTE,128.843326808912
CHILD AGE 16 PLUS,10,ESCORT,44.0371995833333
CHILD AGE 16 PLUS,10,HOME,63.2419452083333
CHILD AGE 16 PLUS,10,MEAL,6.6042975
CHILD AGE 16 PLUS,10,OTHER,0
CHILD AGE 16 PLUS,10,SCHOOL,338.253290833333
CHILD AGE 16 PLUS,10,SHOP,2.539373125
CHILD AGE 16 PLUS,10,SOC AND REC,48.567675
CHILD AGE 16 PLUS,10,WORK,39.5101347916667
CHILD AGE 16 PLUS,11,COMMUTE,88.0279588321594
CHILD AGE 16 PLUS,11,ESCORT,28.6181079166667
CHILD AGE 16 PLUS,11,HOME,63.2419452083333
CHILD AGE 16 PLUS,11,MEAL,8.33541291666667
CHILD AGE 16 PLUS,11,OTHER,0
CHILD AGE 16 PLUS,11,SCHOOL,462.044905
CHILD AGE 16 PLUS,11,SHOP,2.539373125
CHILD AGE 16 PLUS,11,SOC AND REC,49.0087977083333
CHILD AGE 16 PLUS,11,WORK,39.5101347916667
CHILD AGE 16 PLUS,12,COMMUTE,35.4257883601687
CHILD AGE 16 PLUS,12,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,12,HOME,63.2419452083333
CHILD AGE 16 PLUS,12,MEAL,6.6042975
CHILD AGE 16 PLUS,12,OTHER,0
CHILD AGE 16 PLUS,12,SCHOOL,463.827506875
CHILD AGE 16 PLUS,12,SHOP,2.539373125
CHILD AGE 16 PLUS,12,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,12,WORK,38.0367747916667
CHILD AGE 16 PLUS,13,COMMUTE,31.7870708018353
CHILD AGE 16 PLUS,13,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,13,HOME,65.5254877083333
CHILD AGE 16 PLUS,13,MEAL,6.6042975
CHILD AGE 16 PLUS,13,OTHER,0
CHILD AGE 16 PLUS,13,SCHOOL,465.507136041667
CHILD AGE 16 PLUS,13,SHOP,8.51124333333333
CHILD AGE 16 PLUS,13,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,13,WORK,38.0367747916667
CHILD AGE 16 PLUS,14,COMMUTE,27.4582607004464
CHILD AGE 16 PLUS,14,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,14,HOME,63.2419452083333
CHILD AGE 16 PLUS,14,MEAL,6.6042975
CHILD AGE 16 PLUS,14,OTHER,0
CHILD AGE 16 PLUS,14,SCHOOL,465.507136041667
CHILD AGE 16 PLUS,14,SHOP,13.1488664583333
CHILD AGE 16 PLUS,14,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,14,WORK,38.0367747916667
CHILD AGE 16 PLUS,15,COMMUTE,25.9123863254464
CHILD AGE 16 PLUS,15,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,15,HOME,63.2419452083333
CHILD AGE 16 PLUS,15,MEAL,6.6042975
CHILD AGE 16 PLUS,15,OTHER,0
CHILD AGE 16 PLUS,15,SCHOOL,465.507136041667
CHILD AGE 16 PLUS,15,SHOP,13.1488664583333
CHILD AGE 16 PLUS,15,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,15,WORK,38.0367747916667
CHILD AGE 16 PLUS,16,COMMUTE,30.5967507230159
CHILD AGE 16 PLUS,16,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,16,HOME,71.4973579166667
CHILD AGE 16 PLUS,16,MEAL,6.6042975
CHILD AGE 16 PLUS,16,OTHER,0
CHILD AGE 16 PLUS,16,SCHOOL,465.507136041667
CHILD AGE 16 PLUS,16,SHOP,13.1488664583333
CHILD AGE 16 PLUS,16,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,16,WORK,38.0367747916667
CHILD AGE 16 PLUS,17,COMMUTE,37.7606886785714
CHILD AGE 16 PLUS,17,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,17,HOME,71.4973579166667
CHILD AGE 16 PLUS,17,MEAL,9.09603458333333
CHILD AGE 16 PLUS,17,OTHER,0
CHILD AGE 16 PLUS,17,SCHOOL,465.507136041667
CHILD AGE 16 PLUS,17,SHOP,13.1488664583333
CHILD AGE 16 PLUS,17,SOC AND REC,34.1943033333333
CHILD AGE 16 PLUS,17,WORK,38.0367747916667
CHILD AGE 16 PLUS,18,COMMUTE,30.2194021712798
CHILD AGE 16 PLUS,18,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,18,HOME,76.809398125
CHILD AGE 16 PLUS,18,MEAL,9.09603458333333
CHILD AGE 16 PLUS,18,OTHER,0
CHILD AGE 16 PLUS,18,SCHOOL,465.507136041667
CHILD AGE 16 PLUS,18,SHOP,4.89345375
CHILD AGE 16 PLUS,18,SOC AND REC,36.6257983333333
CHILD AGE 16 PLUS,18,WORK,38.0367747916667
CHILD AGE 16 PLUS,19,COMMUTE,42.1240403879464
CHILD AGE 16 PLUS,19,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,19,HOME,101.575632291667
CHILD AGE 16 PLUS,19,MEAL,9.09603458333333
CHILD AGE 16 PLUS,19,OTHER,0
CHILD AGE 16 PLUS,19,SCHOOL,453.124018958333
CHILD AGE 16 PLUS,19,SHOP,4.89345375
CHILD AGE 16 PLUS,19,SOC AND REC,36.6257983333333
CHILD AGE 16 PLUS,19,WORK,38.0367747916667
CHILD AGE 16 PLUS,20,COMMUTE,32.759421137252
CHILD AGE 16 PLUS,20,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,20,HOME,92.6109702083333
CHILD AGE 16 PLUS,20,MEAL,9.09603458333333
CHILD AGE 16 PLUS,20,OTHER,0
CHILD AGE 16 PLUS,20,SCHOOL,438.083627708333
CHILD AGE 16 PLUS,20,SHOP,4.89345375
CHILD AGE 16 PLUS,20,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,20,WORK,38.0367747916667
CHILD AGE 16 PLUS,21,COMMUTE,27.7069367414187
CHILD AGE 16 PLUS,21,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,21,HOME,96.7386758333333
CHILD AGE 16 PLUS,21,MEAL,9.09603458333333
CHILD AGE 16 PLUS,21,OTHER,0
CHILD AGE 16 PLUS,21,SCHOOL,438.083627708333
CHILD AGE 16 PLUS,21,SHOP,4.89345375
CHILD AGE 16 PLUS,21,SOC AND REC,23.4815004166667
CHILD AGE 16 PLUS,21,WORK,38.0367747916667
CHILD AGE 16 PLUS,22,COMMUTE,56.1357262889881
CHILD AGE 16 PLUS,22,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,22,HOME,96.8343820833334
CHILD AGE 16 PLUS,22,MEAL,6.6042975
CHILD AGE 16 PLUS,22,OTHER,0
CHILD AGE 16 PLUS,22,SCHOOL,452.958481875
CHILD AGE 16 PLUS,22,SHOP,4.89345375
CHILD AGE 16 PLUS,22,SOC AND REC,26.5771516666667
CHILD AGE 16 PLUS,22,WORK,38.0367747916667
CHILD AGE 16 PLUS,23,COMMUTE,121.759111297669
CHILD AGE 16 PLUS,23,ESCORT,23.6294364583333
CHILD AGE 16 PLUS,23,HOME,200.793925
CHILD AGE 16 PLUS,23,MEAL,6.6042975
CHILD AGE 16 PLUS,23,OTHER,0
CHILD AGE 16 PLUS,23,SCHOOL,379.876275
CHILD AGE 16 PLUS,23,SHOP,24.7966979166667
CHILD AGE 16 PLUS,23,SOC AND REC,63.9067529166667
CHILD AGE 16 PLUS,23,WORK,43.4605210416667
CHILD AGE 16 PLUS,24,COMMUTE,71.9298457914186
CHILD AGE 16 PLUS,24,ESCORT,19.5017308333333
CHILD AGE 16 PLUS,24,HOME,185.58932375
CHILD AGE 16 PLUS,24,MEAL,6.6042975
CHILD AGE 16 PLUS,24,OTHER,0
CHILD AGE 16 PLUS,24,SCHOOL,351.678407083333
CHILD AGE 16 PLUS,24,SHOP,14.3351583333333
CHILD AGE 16 PLUS,24,SOC AND REC,71.7394152083334
CHILD AGE 16 PLUS,24,WORK,28.7165635416667
CHILD AGE 16 PLUS,25,COMMUTE,72.1566802238426
CHILD AGE 16 PLUS,25,ESCORT,15.8859
CHILD AGE 16 PLUS,25,HOME,206.988599375
CHILD AGE 16 PLUS,25,MEAL,6.6042975
CHILD AGE 16 PLUS,25,OTHER,0
CHILD AGE 16 PLUS,25,SCHOOL,324.542319375
CHILD AGE 16 PLUS,25,SHOP,14.3351583333333
CHILD AGE 16 PLUS,25,SOC AND REC,26.453023125
CHILD AGE 16 PLUS,25,WORK,53.4851064583333
CHILD AGE 16 PLUS,26,COMMUTE,121.188158443519
CHILD AGE 16 PLUS,26,ESCORT,51.4360366666667
CHILD AGE 16 PLUS,26,HOME,236.505197916667
CHILD AGE 16 PLUS,26,MEAL,8.33541291666667
CHILD AGE 16 PLUS,26,OTHER,0
CHILD AGE 16 PLUS,26,SCHOOL,233.171595416667
CHILD AGE 16 PLUS,26,SHOP,10.2074527083333
CHILD AGE 16 PLUS,26,SOC AND REC,55.2966645833334
CHILD AGE 16 PLUS,26,WORK,48.766906875
CHILD AGE 16 PLUS,27,COMMUTE,104.218832478819
CHILD AGE 16 PLUS,27,ESCORT,42.312070625
CHILD AGE 16 PLUS,27,HOME,229.762510833333
CHILD AGE 16 PLUS,27,MEAL,8.33541291666667
CHILD AGE 16 PLUS,27,OTHER,0
CHILD AGE 16 PLUS,27,SCHOOL,114.253354583333
CHILD AGE 16 PLUS,27,SHOP,46.4520558333333
CHILD AGE 16 PLUS,27,SOC AND REC,57.765685625
CHILD AGE 16 PLUS,27,WORK,43.343160625
CHILD AGE 16 PLUS,28,COMMUTE,55.7315803091435
CHILD AGE 16 PLUS,28,ESCORT,45.7296575
CHILD AGE 16 PLUS,28,HOME,232.786503333333
CHILD AGE 16 PLUS,28,MEAL,6.65974770833333
CHILD AGE 16 PLUS,28,OTHER,0
CHILD AGE 16 PLUS,28,SCHOOL,87.9586639583333
CHILD AGE 16 PLUS,28,SHOP,28.765200625
CHILD AGE 16 PLUS,28,SOC AND REC,43.5027364583333
CHILD AGE 16 PLUS,28,WORK,35.0877885416667
CHILD AGE 16 PLUS,29,COMMUTE,41.2014808231482
CHILD AGE 16 PLUS,29,ESCORT,58.8969402083333
CHILD AGE 16 PLUS,29,HOME,201.828079166667
CHILD AGE 16 PLUS,29,MEAL,19.109298125
CHILD AGE 16 PLUS,29,OTHER,0
CHILD AGE 16 PLUS,29,SCHOOL,85.2593889583333
CHILD AGE 16 PLUS,29,SHOP,31.3837189583333
CHILD AGE 16 PLUS,29,SOC AND REC,35.3671170833333
CHILD AGE 16 PLUS,29,WORK,35.0877885416667
CHILD AGE 16 PLUS,30,COMMUTE,57.4509916658565
CHILD AGE 16 PLUS,30,ESCORT,63.7036072916667
CHILD AGE 16 PLUS,30,HOME,178.67568875
CHILD AGE 16 PLUS,30,MEAL,15.807149375
CHILD AGE 16 PLUS,30,OTHER,0
