PERSON_TYPE,PER,ORIG_PURPOSE,TIME_USE
FULL TIME WORKER,48,OTHER,0
FULL TIME WORKER,48,SCHOOL,0
FULL TIME WORKER,48,SHOP,25.85053
FULL TIME WORKER,48,SOC AND REC,34.0339314583333
FULL TIME WORKER,48,WORK,136.35576375
NON WORKER AGE 65 PLUS,1,COMMUTE,17.5726697918403
NON WORKER AGE 65 PLUS,1,ESCORT,0
NON WORKER AGE 65 PLUS,1,HOME,584.001566041666
NON WORKER AGE 65 PLUS,1,MEAL,4.96109166666667
NON WORKER AGE 65 PLUS,1,OTHER,0
NON WORKER AGE 65 PLUS,1,SCHOOL,0
NON WORKER AGE 65 PLUS,1,SHOP,58.478291875
NON WORKER AGE 65 PLUS,1,SOC AND REC,25.95544125
NON WORKER AGE 65 PLUS,1,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,2,COMMUTE,15.2968543751736
NON WORKER AGE 65 PLUS,2,ESCORT,0
NON WORKER AGE 65 PLUS,2,HOME,586.941656666666
NON WORKER AGE 65 PLUS,2,MEAL,4.96109166666667
NON WORKER AGE 65 PLUS,2,OTHER,0
NON WORKER AGE 65 PLUS,2,SCHOOL,0
NON WORKER AGE 65 PLUS,2,SHOP,16.6920458333333
NON WORKER AGE 65 PLUS,2,SOC AND REC,32.0184441666667
NON WORKER AGE 65 PLUS,2,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,3,COMMUTE,15.8491215230903
NON WORKER AGE 65 PLUS,3,ESCORT,0
NON WORKER AGE 65 PLUS,3,HOME,587.873194791666
NON WORKER AGE 65 PLUS,3,MEAL,4.96109166666667
NON WORKER AGE 65 PLUS,3,OTHER,0
NON WORKER AGE 65 PLUS,3,SCHOOL,0
NON WORKER AGE 65 PLUS,3,SHOP,33.5777139583333
NON WORKER AGE 65 PLUS,3,SOC AND REC,32.1611429166667
NON WORKER AGE 65 PLUS,3,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,4,COMMUTE,41.0025047744792
NON WORKER AGE 65 PLUS,4,ESCORT,0
NON WORKER AGE 65 PLUS,4,HOME,589.739048541666
NON WORKER AGE 65 PLUS,4,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,4,OTHER,0
NON WORKER AGE 65 PLUS,4,SCHOOL,0
NON WORKER AGE 65 PLUS,4,SHOP,42.7636291666667
NON WORKER AGE 65 PLUS,4,SOC AND REC,48.0028633333334
NON WORKER AGE 65 PLUS,4,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,5,COMMUTE,37.7113208668403
NON WORKER AGE 65 PLUS,5,ESCORT,5.581965
NON WORKER AGE 65 PLUS,5,HOME,606.516043958333
NON WORKER AGE 65 PLUS,5,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,5,OTHER,0
NON WORKER AGE 65 PLUS,5,SCHOOL,0
NON WORKER AGE 65 PLUS,5,SHOP,28.8180516666667
NON WORKER AGE 65 PLUS,5,SOC AND REC,43.2265572916667
NON WORKER AGE 65 PLUS,5,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,6,COMMUTE,79.7412897592014
NON WORKER AGE 65 PLUS,6,ESCORT,0
NON WORKER AGE 65 PLUS,6,HOME,607.944297916666
NON WORKER AGE 65 PLUS,6,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,6,OTHER,0
NON WORKER AGE 65 PLUS,6,SCHOOL,0
NON WORKER AGE 65 PLUS,6,SHOP,34.0033960416667
NON WORKER AGE 65 PLUS,6,SOC AND REC,87.9286772916667
NON WORKER AGE 65 PLUS,6,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,7,COMMUTE,120.861926068576
NON WORKER AGE 65 PLUS,7,ESCORT,12.1260058333333
NON WORKER AGE 65 PLUS,7,HOME,660.128976874999
NON WORKER AGE 65 PLUS,7,MEAL,35.61593375
NON WORKER AGE 65 PLUS,7,OTHER,0
NON WORKER AGE 65 PLUS,7,SCHOOL,0
NON WORKER AGE 65 PLUS,7,SHOP,37.4334239583333
NON WORKER AGE 65 PLUS,7,SOC AND REC,99.4940997916667
NON WORKER AGE 65 PLUS,7,WORK,17.972485
NON WORKER AGE 65 PLUS,8,COMMUTE,152.754352124248
NON WORKER AGE 65 PLUS,8,ESCORT,5.20338708333333
NON WORKER AGE 65 PLUS,8,HOME,707.431533958332
NON WORKER AGE 65 PLUS,8,MEAL,25.68662375
NON WORKER AGE 65 PLUS,8,OTHER,0
NON WORKER AGE 65 PLUS,8,SCHOOL,0
NON WORKER AGE 65 PLUS,8,SHOP,68.0997897916667
NON WORKER AGE 65 PLUS,8,SOC AND REC,130.156984791667
NON WORKER AGE 65 PLUS,8,WORK,26.3714708333333
NON WORKER AGE 65 PLUS,9,COMMUTE,315.881141854258
NON WORKER AGE 65 PLUS,9,ESCORT,16.501365
NON WORKER AGE 65 PLUS,9,HOME,731.891526666666
NON WORKER AGE 65 PLUS,9,MEAL,53.110621875
NON WORKER AGE 65 PLUS,9,OTHER,0
NON WORKER AGE 65 PLUS,9,SCHOOL,1.008569375
NON WORKER AGE 65 PLUS,9,SHOP,140.918129583333
NON WORKER AGE 65 PLUS,9,SOC AND REC,150.75887875
NON WORKER AGE 65 PLUS,9,WORK,55.5900591666667
NON WORKER AGE 65 PLUS,10,COMMUTE,438.684482667799
NON WORKER AGE 65 PLUS,10,ESCORT,16.5083964583333
NON WORKER AGE 65 PLUS,10,HOME,829.339165416666
NON WORKER AGE 65 PLUS,10,MEAL,33.1448420833333
NON WORKER AGE 65 PLUS,10,OTHER,0
NON WORKER AGE 65 PLUS,10,SCHOOL,4.38298729166667
NON WORKER AGE 65 PLUS,10,SHOP,319.624105625
NON WORKER AGE 65 PLUS,10,SOC AND REC,398.578195208333
NON WORKER AGE 65 PLUS,10,WORK,62.8877104166667
NON WORKER AGE 65 PLUS,11,COMMUTE,503.949530797776
NON WORKER AGE 65 PLUS,11,ESCORT,55.33397
NON WORKER AGE 65 PLUS,11,HOME,906.266442708332
NON WORKER AGE 65 PLUS,11,MEAL,66.7758333333333
NON WORKER AGE 65 PLUS,11,OTHER,0
NON WORKER AGE 65 PLUS,11,SCHOOL,5.39155666666667
NON WORKER AGE 65 PLUS,11,SHOP,578.741892291667
NON WORKER AGE 65 PLUS,11,SOC AND REC,444.190644791667
NON WORKER AGE 65 PLUS,11,WORK,79.530016875
NON WORKER AGE 65 PLUS,12,COMMUTE,656.695640208873
NON WORKER AGE 65 PLUS,12,ESCORT,31.9159220833333
NON WORKER AGE 65 PLUS,12,HOME,1050.92795916667
NON WORKER AGE 65 PLUS,12,MEAL,84.1326497916667
NON WORKER AGE 65 PLUS,12,OTHER,0
NON WORKER AGE 65 PLUS,12,SCHOOL,0
NON WORKER AGE 65 PLUS,12,SHOP,906.039889374999
NON WORKER AGE 65 PLUS,12,SOC AND REC,450.688370833333
NON WORKER AGE 65 PLUS,12,WORK,107.21708875
NON WORKER AGE 65 PLUS,13,COMMUTE,917.678436784696
NON WORKER AGE 65 PLUS,13,ESCORT,35.4908877083333
NON WORKER AGE 65 PLUS,13,HOME,1081.1039775
NON WORKER AGE 65 PLUS,13,MEAL,172.316077916667
NON WORKER AGE 65 PLUS,13,OTHER,0
NON WORKER AGE 65 PLUS,13,SCHOOL,80.4611220833333
NON WORKER AGE 65 PLUS,13,SHOP,1433.99098645833
NON WORKER AGE 65 PLUS,13,SOC AND REC,507.498329791667
NON WORKER AGE 65 PLUS,13,WORK,113.473323125
NON WORKER AGE 65 PLUS,14,COMMUTE,1077.59638506683
NON WORKER AGE 65 PLUS,14,ESCORT,31.1978177083333
NON WORKER AGE 65 PLUS,14,HOME,1283.48627145833
NON WORKER AGE 65 PLUS,14,MEAL,133.576854583333
NON WORKER AGE 65 PLUS,14,OTHER,0
NON WORKER AGE 65 PLUS,14,SCHOOL,44.6714122916667
NON WORKER AGE 65 PLUS,14,SHOP,1804.42645770833
NON WORKER AGE 65 PLUS,14,SOC AND REC,708.033381458333
NON WORKER AGE 65 PLUS,14,WORK,131.350240833333
NON WORKER AGE 65 PLUS,15,COMMUTE,1309.0986746596
NON WORKER AGE 65 PLUS,15,ESCORT,130.163700208333
NON WORKER AGE 65 PLUS,15,HOME,1373.587901875
NON WORKER AGE 65 PLUS,15,MEAL,160.561839375
NON WORKER AGE 65 PLUS,15,OTHER,0
NON WORKER AGE 65 PLUS,15,SCHOOL,63.6332714583334
NON WORKER AGE 65 PLUS,15,SHOP,2039.03678791667
NON WORKER AGE 65 PLUS,15,SOC AND REC,831.342403958333
NON WORKER AGE 65 PLUS,15,WORK,143.0542
NON WORKER AGE 65 PLUS,16,COMMUTE,1307.66663946507
NON WORKER AGE 65 PLUS,16,ESCORT,117.250265625
NON WORKER AGE 65 PLUS,16,HOME,1623.08495916667
NON WORKER AGE 65 PLUS,16,MEAL,187.513376041667
NON WORKER AGE 65 PLUS,16,OTHER,0
NON WORKER AGE 65 PLUS,16,SCHOOL,73.927389375
NON WORKER AGE 65 PLUS,16,SHOP,2512.73844000001
NON WORKER AGE 65 PLUS,16,SOC AND REC,907.199531249999
NON WORKER AGE 65 PLUS,16,WORK,137.628722083333
NON WORKER AGE 65 PLUS,17,COMMUTE,1263.76009665079
NON WORKER AGE 65 PLUS,17,ESCORT,65.0997120833334
NON WORKER AGE 65 PLUS,17,HOME,1822.2732075
NON WORKER AGE 65 PLUS,17,MEAL,223.697792083333
NON WORKER AGE 65 PLUS,17,OTHER,0
NON WORKER AGE 65 PLUS,17,SCHOOL,76.572465625
NON WORKER AGE 65 PLUS,17,SHOP,2766.54206875
NON WORKER AGE 65 PLUS,17,SOC AND REC,939.553203124999
NON WORKER AGE 65 PLUS,17,WORK,129.084377083333
NON WORKER AGE 65 PLUS,18,COMMUTE,1330.28885759611
NON WORKER AGE 65 PLUS,18,ESCORT,68.595283125
NON WORKER AGE 65 PLUS,18,HOME,1826.930045625
NON WORKER AGE 65 PLUS,18,MEAL,431.864418125
NON WORKER AGE 65 PLUS,18,OTHER,0
NON WORKER AGE 65 PLUS,18,SCHOOL,75.9553085416667
NON WORKER AGE 65 PLUS,18,SHOP,2604.24617458334
NON WORKER AGE 65 PLUS,18,SOC AND REC,989.281476041665
NON WORKER AGE 65 PLUS,18,WORK,131.554666875
NON WORKER AGE 65 PLUS,19,COMMUTE,1208.60600879932
NON WORKER AGE 65 PLUS,19,ESCORT,86.2284570833334
NON WORKER AGE 65 PLUS,19,HOME,1994.90022791667
NON WORKER AGE 65 PLUS,19,MEAL,619.281750416667
NON WORKER AGE 65 PLUS,19,OTHER,0
NON WORKER AGE 65 PLUS,19,SCHOOL,65.592465625
NON WORKER AGE 65 PLUS,19,SHOP,2138.18812104167
NON WORKER AGE 65 PLUS,19,SOC AND REC,957.192137291665
NON WORKER AGE 65 PLUS,19,WORK,129.842084166667
NON WORKER AGE 65 PLUS,20,COMMUTE,1262.86681694264
NON WORKER AGE 65 PLUS,20,ESCORT,72.0191954166667
NON WORKER AGE 65 PLUS,20,HOME,1923.97435958333
NON WORKER AGE 65 PLUS,20,MEAL,701.827722708333
NON WORKER AGE 65 PLUS,20,OTHER,0
NON WORKER AGE 65 PLUS,20,SCHOOL,66.0753745833333
NON WORKER AGE 65 PLUS,20,SHOP,2075.08977729167
NON WORKER AGE 65 PLUS,20,SOC AND REC,970.866066249999
NON WORKER AGE 65 PLUS,20,WORK,163.964138958333
NON WORKER AGE 65 PLUS,21,COMMUTE,1339.44664397935
NON WORKER AGE 65 PLUS,21,ESCORT,83.6618341666667
NON WORKER AGE 65 PLUS,21,HOME,2127.09206416667
NON WORKER AGE 65 PLUS,21,MEAL,685.704019166666
NON WORKER AGE 65 PLUS,21,OTHER,0
NON WORKER AGE 65 PLUS,21,SCHOOL,23.7438675
NON WORKER AGE 65 PLUS,21,SHOP,2031.20443645834
NON WORKER AGE 65 PLUS,21,SOC AND REC,963.209172916665
NON WORKER AGE 65 PLUS,21,WORK,156.04057625
NON WORKER AGE 65 PLUS,22,COMMUTE,1192.57059247946
NON WORKER AGE 65 PLUS,22,ESCORT,82.305820625
NON WORKER AGE 65 PLUS,22,HOME,2059.60135020833
NON WORKER AGE 65 PLUS,22,MEAL,446.923839583334
NON WORKER AGE 65 PLUS,22,OTHER,0
NON WORKER AGE 65 PLUS,22,SCHOOL,24.4332383333333
NON WORKER AGE 65 PLUS,22,SHOP,1933.73471708333
NON WORKER AGE 65 PLUS,22,SOC AND REC,841.341359999999
NON WORKER AGE 65 PLUS,22,WORK,144.3410925
NON WORKER AGE 65 PLUS,23,COMMUTE,1191.9747088766
NON WORKER AGE 65 PLUS,23,ESCORT,70.298104375
NON WORKER AGE 65 PLUS,23,HOME,1992.80881875
NON WORKER AGE 65 PLUS,23,MEAL,437.4602625
NON WORKER AGE 65 PLUS,23,OTHER,0
NON WORKER AGE 65 PLUS,23,SCHOOL,39.6725272916667
NON WORKER AGE 65 PLUS,23,SHOP,1938.21358979167
NON WORKER AGE 65 PLUS,23,SOC AND REC,867.848999791666
NON WORKER AGE 65 PLUS,23,WORK,148.895847708333
NON WORKER AGE 65 PLUS,24,COMMUTE,1174.20205958876
NON WORKER AGE 65 PLUS,24,ESCORT,117.187217916667
NON WORKER AGE 65 PLUS,24,HOME,1998.341375
NON WORKER AGE 65 PLUS,24,MEAL,392.973043958334
NON WORKER AGE 65 PLUS,24,OTHER,0
NON WORKER AGE 65 PLUS,24,SCHOOL,38.3099545833333
NON WORKER AGE 65 PLUS,24,SHOP,1722.71522458333
NON WORKER AGE 65 PLUS,24,SOC AND REC,870.597166666666
NON WORKER AGE 65 PLUS,24,WORK,96.8440597916667
NON WORKER AGE 65 PLUS,25,COMMUTE,1237.64906334235
NON WORKER AGE 65 PLUS,25,ESCORT,139.1457025
NON WORKER AGE 65 PLUS,25,HOME,2311.79940791667
NON WORKER AGE 65 PLUS,25,MEAL,181.475511041667
NON WORKER AGE 65 PLUS,25,OTHER,0
NON WORKER AGE 65 PLUS,25,SCHOOL,72.8100460416667
NON WORKER AGE 65 PLUS,25,SHOP,1883.88765854167
NON WORKER AGE 65 PLUS,25,SOC AND REC,676.018035625
NON WORKER AGE 65 PLUS,25,WORK,81.8702683333333
NON WORKER AGE 65 PLUS,26,COMMUTE,1053.21177502364
NON WORKER AGE 65 PLUS,26,ESCORT,102.017741041667
NON WORKER AGE 65 PLUS,26,HOME,2235.22108
NON WORKER AGE 65 PLUS,26,MEAL,150.20189
NON WORKER AGE 65 PLUS,26,OTHER,0
NON WORKER AGE 65 PLUS,26,SCHOOL,42.3766033333333
NON WORKER AGE 65 PLUS,26,SHOP,1520.869998125
NON WORKER AGE 65 PLUS,26,SOC AND REC,531.468175
NON WORKER AGE 65 PLUS,26,WORK,76.4327054166667
NON WORKER AGE 65 PLUS,27,COMMUTE,928.451993084702
NON WORKER AGE 65 PLUS,27,ESCORT,92.859895625
NON WORKER AGE 65 PLUS,27,HOME,2116.02750583334
NON WORKER AGE 65 PLUS,27,MEAL,216.960009375
NON WORKER AGE 65 PLUS,27,OTHER,0
NON WORKER AGE 65 PLUS,27,SCHOOL,45.4902227083333
NON WORKER AGE 65 PLUS,27,SHOP,1222.05086270833
NON WORKER AGE 65 PLUS,27,SOC AND REC,445.78275875
NON WORKER AGE 65 PLUS,27,WORK,74.106030625
NON WORKER AGE 65 PLUS,28,COMMUTE,832.388129638521
NON WORKER AGE 65 PLUS,28,ESCORT,119.684804791667
NON WORKER AGE 65 PLUS,28,HOME,1920.29918145833
NON WORKER AGE 65 PLUS,28,MEAL,287.467155625
NON WORKER AGE 65 PLUS,28,OTHER,0
NON WORKER AGE 65 PLUS,28,SCHOOL,23.2310877083333
NON WORKER AGE 65 PLUS,28,SHOP,1012.75695583333
NON WORKER AGE 65 PLUS,28,SOC AND REC,468.099036041667
NON WORKER AGE 65 PLUS,28,WORK,69.2036547916667
NON WORKER AGE 65 PLUS,29,COMMUTE,705.041697854972
NON WORKER AGE 65 PLUS,29,ESCORT,84.5452833333333
NON WORKER AGE 65 PLUS,29,HOME,1634.44505166666
NON WORKER AGE 65 PLUS,29,MEAL,426.822397708333
NON WORKER AGE 65 PLUS,29,OTHER,0
NON WORKER AGE 65 PLUS,29,SCHOOL,20.1755910416667
NON WORKER AGE 65 PLUS,29,SHOP,652.44700375
NON WORKER AGE 65 PLUS,29,SOC AND REC,441.577819375
NON WORKER AGE 65 PLUS,29,WORK,65.0298964583333
NON WORKER AGE 65 PLUS,30,COMMUTE,780.178401051384
NON WORKER AGE 65 PLUS,30,ESCORT,74.1563927083333
NON WORKER AGE 65 PLUS,30,HOME,1516.6452875
NON WORKER AGE 65 PLUS,30,MEAL,577.800649375
NON WORKER AGE 65 PLUS,30,OTHER,0
NON WORKER AGE 65 PLUS,30,SCHOOL,32.3174210416667
NON WORKER AGE 65 PLUS,30,SHOP,554.649806875
NON WORKER AGE 65 PLUS,30,SOC AND REC,433.361522916667
NON WORKER AGE 65 PLUS,30,WORK,35.4258879166667
NON WORKER AGE 65 PLUS,31,COMMUTE,635.22065525013
NON WORKER AGE 65 PLUS,31,ESCORT,71.3581514583333
NON WORKER AGE 65 PLUS,31,HOME,1538.01113166667
NON WORKER AGE 65 PLUS,31,MEAL,506.701949166667
NON WORKER AGE 65 PLUS,31,OTHER,0
NON WORKER AGE 65 PLUS,31,SCHOOL,34.6658391666667
NON WORKER AGE 65 PLUS,31,SHOP,490.527348125
NON WORKER AGE 65 PLUS,31,SOC AND REC,431.19021375
NON WORKER AGE 65 PLUS,31,WORK,29.580931875
NON WORKER AGE 65 PLUS,32,COMMUTE,521.051369239135
NON WORKER AGE 65 PLUS,32,ESCORT,74.939098125
NON WORKER AGE 65 PLUS,32,HOME,1156.56551395833
NON WORKER AGE 65 PLUS,32,MEAL,379.823846458333
NON WORKER AGE 65 PLUS,32,OTHER,0
NON WORKER AGE 65 PLUS,32,SCHOOL,57.044765
NON WORKER AGE 65 PLUS,32,SHOP,423.244639791667
NON WORKER AGE 65 PLUS,32,SOC AND REC,540.014512916667
NON WORKER AGE 65 PLUS,32,WORK,11.9039960416667
NON WORKER AGE 65 PLUS,33,COMMUTE,400.538111873163
NON WORKER AGE 65 PLUS,33,ESCORT,83.7348172916667
NON WORKER AGE 65 PLUS,33,HOME,844.741980625
NON WORKER AGE 65 PLUS,33,MEAL,355.676727916667
NON WORKER AGE 65 PLUS,33,OTHER,0
NON WORKER AGE 65 PLUS,33,SCHOOL,60.9090908333333
NON WORKER AGE 65 PLUS,33,SHOP,490.787853333333
NON WORKER AGE 65 PLUS,33,SOC AND REC,528.7966025
NON WORKER AGE 65 PLUS,33,WORK,10.4616841666667
NON WORKER AGE 65 PLUS,34,COMMUTE,284.661375555339
NON WORKER AGE 65 PLUS,34,ESCORT,58.3599654166667
NON WORKER AGE 65 PLUS,34,HOME,868.825367291666
NON WORKER AGE 65 PLUS,34,MEAL,275.87925375
NON WORKER AGE 65 PLUS,34,OTHER,0
NON WORKER AGE 65 PLUS,34,SCHOOL,49.079743125
NON WORKER AGE 65 PLUS,34,SHOP,457.951202708333
NON WORKER AGE 65 PLUS,34,SOC AND REC,488.497288125
NON WORKER AGE 65 PLUS,34,WORK,25.4866579166667
NON WORKER AGE 65 PLUS,35,COMMUTE,254.354974918765
NON WORKER AGE 65 PLUS,35,ESCORT,66.393721875
NON WORKER AGE 65 PLUS,35,HOME,793.301041874999
NON WORKER AGE 65 PLUS,35,MEAL,226.236944166667
NON WORKER AGE 65 PLUS,35,OTHER,0
NON WORKER AGE 65 PLUS,35,SCHOOL,49.079743125
NON WORKER AGE 65 PLUS,35,SHOP,297.693314583333
NON WORKER AGE 65 PLUS,35,SOC AND REC,430.122532083333
NON WORKER AGE 65 PLUS,35,WORK,8.32845
NON WORKER AGE 65 PLUS,36,COMMUTE,226.407164472006
NON WORKER AGE 65 PLUS,36,ESCORT,31.6623391666667
NON WORKER AGE 65 PLUS,36,HOME,693.392332916667
NON WORKER AGE 65 PLUS,36,MEAL,247.38852
NON WORKER AGE 65 PLUS,36,OTHER,0
NON WORKER AGE 65 PLUS,36,SCHOOL,20.6448595833333
NON WORKER AGE 65 PLUS,36,SHOP,236.843514166667
NON WORKER AGE 65 PLUS,36,SOC AND REC,344.558816458333
NON WORKER AGE 65 PLUS,36,WORK,5.770898125
NON WORKER AGE 65 PLUS,37,COMMUTE,209.055915841508
NON WORKER AGE 65 PLUS,37,ESCORT,37.9249485416667
NON WORKER AGE 65 PLUS,37,HOME,752.325495833332
NON WORKER AGE 65 PLUS,37,MEAL,173.231494791667
NON WORKER AGE 65 PLUS,37,OTHER,0
NON WORKER AGE 65 PLUS,37,SCHOOL,9.48092958333333
NON WORKER AGE 65 PLUS,37,SHOP,135.9405925
NON WORKER AGE 65 PLUS,37,SOC AND REC,271.364051041667
NON WORKER AGE 65 PLUS,37,WORK,1.72889625
NON WORKER AGE 65 PLUS,38,COMMUTE,236.030774015813
NON WORKER AGE 65 PLUS,38,ESCORT,33.7121152083333
NON WORKER AGE 65 PLUS,38,HOME,841.570693958333
NON WORKER AGE 65 PLUS,38,MEAL,152.23099
NON WORKER AGE 65 PLUS,38,OTHER,0
NON WORKER AGE 65 PLUS,38,SCHOOL,0
NON WORKER AGE 65 PLUS,38,SHOP,92.4879116666667
NON WORKER AGE 65 PLUS,38,SOC AND REC,146.141479375
NON WORKER AGE 65 PLUS,38,WORK,1.72889625
NON WORKER AGE 65 PLUS,39,COMMUTE,114.501575385026
NON WORKER AGE 65 PLUS,39,ESCORT,21.1441672916667
NON WORKER AGE 65 PLUS,39,HOME,588.247068125
NON WORKER AGE 65 PLUS,39,MEAL,30.6817697916667
NON WORKER AGE 65 PLUS,39,OTHER,0
NON WORKER AGE 65 PLUS,39,SCHOOL,0
NON WORKER AGE 65 PLUS,39,SHOP,81.241490625
NON WORKER AGE 65 PLUS,39,SOC AND REC,78.116136875
NON WORKER AGE 65 PLUS,39,WORK,1.70060083333333
NON WORKER AGE 65 PLUS,40,COMMUTE,74.9731853706745
NON WORKER AGE 65 PLUS,40,ESCORT,18.213943125
NON WORKER AGE 65 PLUS,40,HOME,528.62386625
NON WORKER AGE 65 PLUS,40,MEAL,4.79480229166667
NON WORKER AGE 65 PLUS,40,OTHER,0
NON WORKER AGE 65 PLUS,40,SCHOOL,0
NON WORKER AGE 65 PLUS,40,SHOP,33.37321125
NON WORKER AGE 65 PLUS,40,SOC AND REC,41.7611760416667
NON WORKER AGE 65 PLUS,40,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,41,COMMUTE,58.1230953544709
NON WORKER AGE 65 PLUS,41,ESCORT,7.00388125
NON WORKER AGE 65 PLUS,41,HOME,522.211228125
NON WORKER AGE 65 PLUS,41,MEAL,4.60502875
NON WORKER AGE 65 PLUS,41,OTHER,0
NON WORKER AGE 65 PLUS,41,SCHOOL,0
NON WORKER AGE 65 PLUS,41,SHOP,17.8535408333333
NON WORKER AGE 65 PLUS,41,SOC AND REC,32.9196077083333
NON WORKER AGE 65 PLUS,41,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,42,COMMUTE,50.8544034803968
NON WORKER AGE 65 PLUS,42,ESCORT,2.59009208333333
NON WORKER AGE 65 PLUS,42,HOME,523.254351041667
NON WORKER AGE 65 PLUS,42,MEAL,4.57855291666667
NON WORKER AGE 65 PLUS,42,OTHER,0
NON WORKER AGE 65 PLUS,42,SCHOOL,0
NON WORKER AGE 65 PLUS,42,SHOP,12.584075
NON WORKER AGE 65 PLUS,42,SOC AND REC,34.659430625
NON WORKER AGE 65 PLUS,42,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,43,COMMUTE,33.4039539544174
NON WORKER AGE 65 PLUS,43,ESCORT,2.59009208333333
NON WORKER AGE 65 PLUS,43,HOME,497.374194583334
NON WORKER AGE 65 PLUS,43,MEAL,4.57855291666667
NON WORKER AGE 65 PLUS,43,OTHER,0
NON WORKER AGE 65 PLUS,43,SCHOOL,0
NON WORKER AGE 65 PLUS,43,SHOP,37.6060620833333
NON WORKER AGE 65 PLUS,43,SOC AND REC,15.9931039583333
NON WORKER AGE 65 PLUS,43,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,44,COMMUTE,34.2808181396026
NON WORKER AGE 65 PLUS,44,ESCORT,2.59009208333333
NON WORKER AGE 65 PLUS,44,HOME,480.014394166667
NON WORKER AGE 65 PLUS,44,MEAL,10.419986875
NON WORKER AGE 65 PLUS,44,OTHER,0
NON WORKER AGE 65 PLUS,44,SCHOOL,0
NON WORKER AGE 65 PLUS,44,SHOP,22.922504375
NON WORKER AGE 65 PLUS,44,SOC AND REC,15.9931039583333
NON WORKER AGE 65 PLUS,44,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,45,COMMUTE,31.444228035436
NON WORKER AGE 65 PLUS,45,ESCORT,0.0246191666666667
NON WORKER AGE 65 PLUS,45,HOME,480.551345416667
NON WORKER AGE 65 PLUS,45,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,45,OTHER,0
NON WORKER AGE 65 PLUS,45,SCHOOL,0
NON WORKER AGE 65 PLUS,45,SHOP,2.39751270833333
NON WORKER AGE 65 PLUS,45,SOC AND REC,12.8986008333333
NON WORKER AGE 65 PLUS,45,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,46,COMMUTE,29.896976472936
NON WORKER AGE 65 PLUS,46,ESCORT,0.0246191666666667
NON WORKER AGE 65 PLUS,46,HOME,488.421301041667
NON WORKER AGE 65 PLUS,46,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,46,OTHER,0
NON WORKER AGE 65 PLUS,46,SCHOOL,0
NON WORKER AGE 65 PLUS,46,SHOP,2.39751270833333
NON WORKER AGE 65 PLUS,46,SOC AND REC,12.8986008333333
NON WORKER AGE 65 PLUS,46,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,47,COMMUTE,22.9114213571952
NON WORKER AGE 65 PLUS,47,ESCORT,0.0246191666666667
NON WORKER AGE 65 PLUS,47,HOME,477.456842291667
NON WORKER AGE 65 PLUS,47,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,47,OTHER,0
NON WORKER AGE 65 PLUS,47,SCHOOL,0
NON WORKER AGE 65 PLUS,47,SHOP,2.39751270833333
NON WORKER AGE 65 PLUS,47,SOC AND REC,12.8986008333333
NON WORKER AGE 65 PLUS,47,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,48,COMMUTE,24.7720763571952
NON WORKER AGE 65 PLUS,48,ESCORT,0.0246191666666667
NON WORKER AGE 65 PLUS,48,HOME,488.620772291667
NON WORKER AGE 65 PLUS,48,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,48,OTHER,0
NON WORKER AGE 65 PLUS,48,SCHOOL,0
NON WORKER AGE 65 PLUS,48,SHOP,2.39751270833333
NON WORKER AGE 65 PLUS,48,SOC AND REC,12.8986008333333
NON WORKER AGE 65 PLUS,48,WORK,1.61536416666667
OTHER NON WORKING ADULT,1,COMMUTE,40.1234699386707
OTHER NON WORKING ADULT,1,ESCORT,2.16196
OTHER NON WORKING ADULT,1,HOME,899.096432500001
OTHER NON WORKING ADULT,1,MEAL,5.05467791666667
OTHER NON WORKING ADULT,1,OTHER,0
OTHER NON WORKING ADULT,1,SCHOOL,0
OTHER NON WORKING ADULT,1,SHOP,32.4790989583333
OTHER NON WORKING ADULT,1,SOC AND REC,13.1099345833333
OTHER NON WORKING ADULT,1,WORK,5.238955
OTHER NON WORKING ADULT,2,COMMUTE,54.5103346289485
OTHER NON WORKING ADULT,2,ESCORT,0
OTHER NON WORKING ADULT,2,HOME,888.939354583334
OTHER NON WORKING ADULT,2,MEAL,0
OTHER NON WORKING ADULT,2,OTHER,0
OTHER NON WORKING ADULT,2,SCHOOL,0
OTHER NON WORKING ADULT,2,SHOP,32.4790989583333
